bbl,bin,address_or_label,zipcode,residential_use_type,residential_units,residential_capacity_units,estimated_household_capacity,under5_capacity_signal,under5_capacity_share,preschool_age_capacity_signal,capacity_model_confidence,data_tier,truthfulness_caveat
1005520047,1008885,122 WAVERLY PLACE,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930008,1010266,17 GAY STREET,10014,Residential,8,8,8,0.357,0.0446,0.357,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100045,1010681,146 WEST 10 STREET,10014,Residential,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930043,1010279,18 CHRISTOPHER STREET,10014,Mixed-use,4,4,4,0.178,0.0445,0.178,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006110003,1078132,237 WEST 4 STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100054,1010689,19 GREENWICH AVENUE,10014,Mixed-use,12,12,12,0.535,0.0446,0.535,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920072,1010253,109 WEST WASHINGTON PLCE,10014,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100075,1010698,27 CHRISTOPHER STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100025,1010671,176 WAVERLY PLACE,10014,Residential,15,15,15,0.669,0.0446,0.669,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920021,1010220,355 AVENUE OF THE AMER,10014,Mixed-use,6,6,6,0.268,0.0447,0.268,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920029,1010226,165 WEST 4 STREET,10014,Mixed-use,31,31,31,1.383,0.0446,1.383,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920050,1010238,164 WAVERLY PLACE,10014,Residential,26,26,26,1.16,0.0446,1.16,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930029,1078093,143 WAVERLY PLACE,10014,Residential,30,30,30,1.338,0.0446,1.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920080,1010257,125 WEST WASHINGTON PLCE,10014,Residential,30,30,30,1.338,0.0446,1.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920026,1076818,345 AVENUE OF THE AMER,10014,Mixed-use,10,10,10,0.446,0.0446,0.446,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100044,1010680,148 WEST 10 STREET,10014,Residential,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900033,1010148,5 CORNELIA STREET,10014,Mixed-use,15,15,15,0.669,0.0446,0.669,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920032,1010227,171 WEST 4 STREET,10014,Mixed-use,15,15,15,0.669,0.0446,0.669,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930044,1076825,16 CHRISTOPHER STREET,10014,Mixed-use,13,13,13,0.58,0.0446,0.58,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930004,1010262,9 GAY STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900019,1076789,18 JONES STREET,10014,Residential,3,3,3,0.134,0.0447,0.134,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100017,1010668,160 WEST 10 STREET,10014,Parking,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900021,1010141,14 JONES STREET,10014,Residential,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100042,1010679,179 WAVERLY PLACE,10014,Mixed-use,28,28,28,1.249,0.0446,1.249,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100041,1010678,177 WAVERLY PLACE,10014,Mixed-use,10,10,10,0.446,0.0446,0.446,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900041,1076923,21 CORNELIA STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930013,1010268,403 AVENUE OF THE AMER,10014,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100021,1078124,184 WAVERLY PLACE,10014,Mixed-use,5,5,5,0.223,0.0446,0.223,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900063,1080173,17 BARROW STREET,10014,Mixed residential/commercial,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520014,1008872,78 WEST WASHINGTON PLCE,10011,Residential,20,20,20,0.676,0.0338,0.676,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005910015,1010184,91 7 AVENUE SOUTH,10014,Mixed residential/commercial,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920061,1010246,144 WAVERLY PLACE,10014,Residential,4,4,4,0.178,0.0445,0.178,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900038,1076921,15 CORNELIA STREET,10014,Residential,8,8,8,0.357,0.0446,0.357,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930051,1010284,165 WAVERLY PLACE,10014,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100066,1076915,13 CHRISTOPHER STREET,10014,Mixed-use,7,7,7,0.312,0.0446,0.312,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920044,1088409,88 GROVE STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100068,1010694,17 CHRISTOPHER STREET,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920044,1010234,88 GROVE STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930029,1078095,143 WAVERLY PLACE,10014,Residential,30,30,30,1.338,0.0446,1.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005910020,1080174,72 GROVE STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005530001,1008933,378 AVENUE OF THE AMER,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920039,1078091,183 WEST 4 STREET,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900082,1010172,19 JONES STREET,10014,Residential,24,24,24,1.071,0.0446,1.071,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930028,1010274,385 AVENUE OF THE AMER,10014,Mixed-use,9,9,9,0.401,0.0446,0.401,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006110002,1078131,235 WEST 4 STREET,10014,Residential,7,7,7,0.312,0.0446,0.312,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900077,1010168,9 JONES STREET,10014,Mixed-use,6,6,6,0.268,0.0447,0.268,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900059,1010160,25 BARROW STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920040,1010232,80 GROVE STREET,10014,Mixed-use,74,74,74,3.301,0.0446,3.301,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520016,1008874,74 WEST WASHINGTON PLCE,10011,Residential,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900029,1010145,168 WEST 4 STREET,10014,Mixed-use,15,15,15,0.669,0.0446,0.669,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920008,1010208,122 WEST WASHINGTON PLCE,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100027,1010674,172 WAVERLY PLACE,10014,Mixed-use,12,12,12,0.535,0.0446,0.535,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100048,1084953,140 WEST 10 STREET,10014,Mixed-use,38,38,38,1.695,0.0446,1.695,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930029,1078094,143 WAVERLY PLACE,10014,Residential,30,30,30,1.338,0.0446,1.338,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100030,1010676,39 CHRISTOPHER STREET,10014,Mixed-use,22,22,22,0.981,0.0446,0.981,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100001,1082222,113 7 AVENUE SOUTH,10014,Mixed-use,23,23,23,1.026,0.0446,1.026,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920011,1010211,116 WEST WASHINGTON PLCE,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005530006,1008934,388 AVENUE OF THE AMERICAS,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005910020,1080175,72 GROVE STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920028,1010225,163 WEST 4 STREET,10014,Mixed-use,6,6,6,0.268,0.0447,0.268,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930049,1010283,12 GAY STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930002,1010260,139 WAVERLY PLACE,10014,Residential,11,11,11,0.491,0.0446,0.491,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920036,1010230,179 WEST 4 STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920048,1010236,96 GROVE STREET,10014,Mixed-use,7,7,7,0.312,0.0446,0.312,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900078,1010169,11 JONES STREET,10014,Residential,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100072,1010697,25 CHRISTOPHER STREET,10014,Residential,5,5,5,0.223,0.0446,0.223,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900025,1010143,8 JONES STREET,10014,Residential,24,24,24,1.071,0.0446,1.071,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100055,1010690,17 GREENWICH AVENUE,10014,Mixed-use,11,11,11,0.491,0.0446,0.491,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920066,1010249,375 AVENUE OF THE AMER,10014,Mixed-use,76,76,76,3.39,0.0446,3.39,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920045,1085765,90 GROVE STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920039,1076803,183 WEST 4 STREET,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100048,1010684,140 WEST 10 STREET,10014,Mixed-use,38,38,38,1.695,0.0446,1.695,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100023,1010670,180 WAVERLY PLACE,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920015,1010215,108 WEST WASHINGTON PLCE,10014,Residential,3,3,3,0.134,0.0447,0.134,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520046,1077272,124 WAVERLY PLACE,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520010,1008870,82 WEST WASHINGTON PLCE,10011,Residential,35,35,35,1.183,0.0338,1.183,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900085,1010174,25 JONES STREET,10014,Residential,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100021,1078126,184 WAVERLY PLACE,10014,Mixed-use,5,5,5,0.223,0.0446,0.223,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930006,1010264,13 GAY STREET,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900015,1010138,26 JONES STREET,10014,Residential,3,3,3,0.134,0.0447,0.134,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920035,1010229,177 WEST 4 STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900026,1010144,6 JONES STREET,10014,Residential,24,24,24,1.071,0.0446,1.071,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100009,1080198,223 WEST 4 STREET,10014,Mixed-use,10,10,10,0.446,0.0446,0.446,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100009,1080200,223 WEST 4 STREET,10014,Mixed-use,10,10,10,0.446,0.0446,0.446,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520065,1008897,73 WEST WASHINGTON PLCE,10011,Mixed-use,1,1,1,0.034,0.034,0.034,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100066,1080203,13 CHRISTOPHER STREET,10014,Mixed-use,7,7,7,0.312,0.0446,0.312,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930012,1010267,8 CHRISTOPHER STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100001,1082223,113 7 AVENUE SOUTH,10014,Mixed-use,23,23,23,1.026,0.0446,1.026,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930036,1010276,24 CHRISTOPHER STREET,10014,Mixed-use,69,69,69,3.078,0.0446,3.078,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920052,1010239,160 WAVERLY PLACE,10014,Residential,26,26,26,1.16,0.0446,1.16,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520066,1008898,75 WEST WASHINGTON PLCE,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900079,1010170,13 JONES STREET,10014,Residential,48,48,48,2.141,0.0446,2.141,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005910017,1010185,97 7 AVENUE SOUTH,10014,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930024,1010271,391 AVENUE OF THE AMER,10014,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006110001,1078128,233 WEST 4 STREET,10014,Mixed-use,13,13,13,0.58,0.0446,0.58,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900022,1010142,12 JONES STREET,10014,Mixed-use,59,59,59,2.632,0.0446,2.632,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930042,1010278,20 CHRISTOPHER STREET,10014,Mixed-use,4,4,4,0.178,0.0445,0.178,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900034,1076932,7 CORNELIA STREET,10014,Mixed-use,47,47,47,2.096,0.0446,2.096,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920010,1010210,118 WEST WASHINGTON PLCE,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900034,1076930,7 CORNELIA STREET,10014,Mixed-use,47,47,47,2.096,0.0446,2.096,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930041,1010277,22 CHRISTOPHER STREET,10014,Mixed-use,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930007,1010265,15 GAY STREET,10014,Residential,4,4,4,0.178,0.0445,0.178,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930045,1010280,14 CHRISTOPHER STREET,10014,Mixed-use,6,6,6,0.268,0.0447,0.268,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900063,1080172,17 BARROW STREET,10014,Mixed residential/commercial,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900081,1010171,17 JONES STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900032,1010147,162 WEST 4 STREET,10014,Mixed-use,16,16,16,0.714,0.0446,0.714,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100028,1010675,35 CHRISTOPHER STREET,10014,Mixed-use,22,22,22,0.981,0.0446,0.981,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900018,1076790,20 JONES STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100026,1010673,174 WAVERLY PLACE,10014,Mixed-use,5,5,5,0.223,0.0446,0.223,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920013,1010213,112 WEST WASHINGTON PLCE,10014,Residential,1,1,1,0.045,0.045,0.045,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920034,1010228,175 WEST 4 STREET,10014,Mixed-use,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920075,1010255,115 WEST WASHINGTON PLCE,10014,Mixed-use,48,48,48,2.141,0.0446,2.141,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920069,1010251,371 AVENUE OF THE AMER,10014,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920006,1010206,126 WEST WASHINGTON PLCE,10014,Residential,4,4,4,0.178,0.0445,0.178,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900073,1010165,182 WEST 4 STREET,10014,Mixed-use,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520046,1077271,124 WAVERLY PLACE,10011,Mixed-use,4,4,4,0.135,0.0338,0.135,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930022,1010269,399 AVENUE OF THE AMER,10014,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100066,1076916,13 CHRISTOPHER STREET,10014,Mixed-use,7,7,7,0.312,0.0446,0.312,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520001,1008868,340 AVENUE OF THE AMER,10011,Commercial/office,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900083,1076801,21 JONES STREET,10014,Residential,19,19,19,0.847,0.0446,0.847,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005900137,1076919,13 REAR CORNELIA STREET,10014,Residential,2,2,2,0.089,0.0445,0.089,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005920042,1085812,84 GROVE STREET,10014,Residential,20,20,20,0.892,0.0446,0.892,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005930003,1084952,141 WAVERLY PLACE,10014,Mixed-use,12,12,12,0.535,0.0446,0.535,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005910019,1010186,101 7 AVENUE SOUTH,10014,Mixed-use,7,7,7,0.312,0.0446,0.312,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1005520070,1008901,83 WEST WASHINGTON PLCE,10011,Mixed-use,12,12,12,0.406,0.0338,0.406,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1006100064,1010693,9 CHRISTOPHER STREET,10014,Mixed-use,13,13,13,0.58,0.0446,0.58,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310024,1020609,339 EAST 25 STREET,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009910060,1083710,25-00 FDR DRIVE,10010,Mixed-use,1101,1101,1101,75.926,0.069,75.926,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009910060,1090181,25-00 FDR DRIVE,10010,Mixed-use,1101,1101,1101,75.926,0.069,75.926,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310024,1090494,339 EAST 25 STREET,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009910060,1083708,25-00 FDR DRIVE,10010,Mixed-use,1101,1101,1101,75.926,0.069,75.926,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009550001,1022052,394 1 AVENUE,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009910061,1083712,40 WATERSIDE PLAZA,10010,Mixed-use,370,370,370,25.516,0.069,25.516,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009300034,1083265,421 1 AVENUE,10010,Public facility/institution,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009290050,1020598,310 EAST 24 STREET,10010,Residential,70,70,70,4.827,0.069,4.827,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060036,1078781,240 EAST 26 STREET,10010,Mixed-use,8,8,8,0.552,0.069,0.552,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060031,1082140,455 2 AVENUE,10010,Mixed-use,12,12,12,0.828,0.069,0.828,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070015,1082142,223 EAST 26 STREET,10010,Transportation/utility,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070016,1019852,225 EAST 26 STREET,10010,Mixed-use,89,89,89,6.138,0.069,6.138,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009290001,1084710,401 1 AVENUE,10010,Mixed-use,510,510,510,35.17,0.069,35.17,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060035,1019836,242 EAST 26 STREET,10010,Residential,4,4,4,0.276,0.069,0.276,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310001,1078835,444 2 AVENUE,10010,Mixed-use,404,404,404,27.86,0.069,27.86,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009060038,1019838,232 EAST 26 STREET,10010,Residential,22,22,22,1.517,0.069,1.517,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009070015,1082141,223 EAST 26 STREET,10010,Transportation/utility,0,0,0,0,0,0,None,Tier B — Visual building massing / no residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
1009310014,1020606,319 EAST 25 STREET,10010,Residential,20,20,20,1.379,0.0689,1.379,High,Tier B — Residential capacity,"Building values are modeled residential-capacity signals, not official under-5 counts and not actual children."
