ooh_asset_id,asset_name,asset_type,vendor_owner,operator_if_known,address_or_intersection,latitude,longitude,zipcode,media_format,static_or_digital,asset_status,availability_status,availability_confidence,source_name,source_url,retrieval_date,last_observed_date,pricing_status,exact_price_confirmed,impressions_status,exact_impressions_confirmed,family_anchor_proximity,preschool_school_proximity,transit_proximity,hgl_relevance_score,recommended_use,verification_needed,confidence_level,caveat
LINKNYC_0184,6th Ave & W 25th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 25th St,40.7437055,-73.99208429,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0185,2nd Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 14th St,40.73251879,-73.98469437,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0186,6th Ave & Waverly Pl,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & Waverly Pl,40.73288433,-74.00023841,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0187,6th Ave & W 18th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 18th St,40.73933558,-73.99526424,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0188,3rd Ave & E 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 24th St,40.739528,-73.982489,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0189,3rd Ave & E 25th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 25th St,40.74004081,-73.98242356,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0190,E 25th St & 3rd Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 25th St & 3rd Ave,40.7399752,-73.98203484,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0191,6th Ave & W 17th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 17th St,40.73943218,-73.99547509,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0192,3rd Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 14th St,40.733107,-73.987162,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0193,3rd Ave & E 15th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 15th St,40.73369379,-73.98704351,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0194,E 14th St & 3rd Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 14th St & 3rd Ave,40.73347,-73.987384,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0195,3rd Ave & E 15th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 15th St,40.73391885,-73.98688143,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0196,3rd Ave & E 15th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,3rd Ave & E 15th St,40.73384075,-73.98663439,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0197,2nd Ave & E 22nd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 22nd St,40.73737306,-73.98115859,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0198,6th Ave & W 26th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 26th St,40.744668,-73.991375,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0199,5th Ave & E 19th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,5th Ave & E 19th St,40.73916604,-73.99119855,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0200,W 13th St & 6th Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,W 13th St & 6th Ave,40.73653988,-73.99715554,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0201,E 14th St & 1st Ave,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,E 14th St & 1st Ave,40.73152105,-73.9827647,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0202,Greene St & E 8th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Greene St & E 8th St,40.73116016,-73.99407922,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0203,Hudson St & Canal St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Hudson St & Canal St,40.724065,-74.007972,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0204,King St & Hudson St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,King St & Hudson St,40.72797798,-74.00698658,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0205,6th Ave & Charlton St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & Charlton St,40.72711527,-74.00350218,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0206,6th Ave & W 4th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 4th St,40.73188717,-74.00119407,10014,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.8,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0207,8th Ave & W 15th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 15th St,40.740531,-74.001807,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0208,8th Ave & W 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 14th St,40.73944747,-74.00259998,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0209,8th Ave & W 16th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,8th Ave & W 16th St,40.741123,-74.00137,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0210,6th Ave & W 24th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 24th St,40.7439707,-73.99188287,10010,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0211,Park Ave S & E 20th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Park Ave S & E 20th St,40.73809688,-73.9877384,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0212,6th Ave & W 23rd St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 23rd St,40.7430973,-73.9928116,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0213,6th Ave & W 12th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,6th Ave & W 12th St,40.73598356,-73.99799012,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0214,Lafayette St & Walker St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Lafayette St & Walker St,40.717828,-74.000962,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0215,2nd Ave & E 11th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 11th St,40.73053706,-73.98638945,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0216,Lafayette St & Catherine Lane,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Lafayette St & Catherine Lane,40.716033,-74.00257,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0217,1st Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,1st Ave & E 14th St,40.73160198,-73.98254791,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0218,Park Ave S & Park Ave S,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Park Ave S & Park Ave S,40.73796976,-73.9885843,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0219,5th Ave & E 15th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,5th Ave & E 15th St,40.73663894,-73.99328247,10011,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,7.6,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0220,2nd Ave & E 14th St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,2nd Ave & E 14th St,40.73192289,-73.98513107,10003,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,8.2,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
LINKNYC_0221,Grand St & Mott St,LinkNYC,LinkNYC / Intersection,Intersection / CityBridge,Grand St & Mott St,40.71903975,-73.99663087,10013,Digital kiosk screen network,Digital,Network bookable,Network bookable; exact screen/date requires confirmation,Medium-High network confidence; unit/date unconfirmed,LinkNYC KML,https://www.link.nyc/map/LinkNYC.kml,2026-06-11,,Quote or self-service portal required,False,Vendor/platform confirmation required,False,To be evaluated by local context,To be evaluated by local context,Street-level kiosk; verify locally,9.1,Parent/caregiver awareness for multilingual preschool-style early education; exact screen/date must be confirmed.,"Confirm screen, date, pricing, dayparting and creative specs with LinkNYC / Intersection.",Medium-High,"Availability, pricing, and exact unit selection must be confirmed with the vendor before purchase."
